Public Food Key,Classification,Food Name,"Energy, with dietary fibre","Energy, without dietary fibre",Moisture (water),Protein,Nitrogen,Total fat,Ash,Total dietary fibre,Alcohol,Fructose,Glucose,Sucrose,Maltose,Lactose,Galactose,Maltotriose,Total sugars,Added sugars,Free sugars,Starch,Dextrin,Glycerol,Glycogen,Inulin,Mannitol,Maltodextrin,Oligosaccharides,Raffinose,Stachyose,Sorbitol,Resistant starch,"Available carbohydrate, without sugar alcohols","Available carbohydrate, with sugar alcohols",Acetic acid,Citric acid,Fumaric acid,Lactic acid,Malic acid,Oxalic acid,Propionic acid,Quinic acid,Succinic acid,Tartaric acid,Aluminium (Al),Antimony (Sb),Arsenic (As),Cadmium (Cd),Calcium (Ca),Chromium (Cr),Chloride (Cl),Cobalt (Co),Copper (Cu),Fluoride (F),Iodine (I),Iron (Fe),Lead (Pb),Magnesium (Mg),Manganese (Mn),Mercury (Hg),Molybdenum (Mo),Nickel (Ni),Phosphorus (P),Potassium (K),Selenium (Se),Sodium (Na),Sulphur (S),Tin (Sn),Zinc (Zn),Retinol (preformed vitamin A),Alpha-carotene,Beta-carotene,Cryptoxanthin,Beta-carotene equivalents (provitamin A),Vitamin A retinol equivalents,Lutein,Lycopene,Xanthophyl,Thiamin (B1),Riboflavin (B2),Niacin (B3),Niacin derived from tryptophan,Niacin derived equivalents,Pantothenic acid (B5),Pyridoxine (B6),Biotin (B7),Cobalamin (B12),"Folate, natural",Folic acid,Total folates,Dietary folate equivalents,Vitamin C,Cholecalciferol (D3),Ergocalciferol (D2),25-hydroxy cholecalciferol (25-OH D3),25-hydroxy ergocalciferol (25-OH D2),Vitamin D3 equivalents,Alpha tocopherol,Alpha tocotrienol,Beta tocopherol,Beta tocotrienol,Delta tocopherol,Delta tocotrienol,Gamma tocopherol,Gamma tocotrienol,Vitamin E,C4,,C6,,C8,,C10,,C11,,C12,,C13,,C14,,C15,,C16,,C17,,C18,,C19,,C20,,C21,,C22,,C23,,C24,,Total saturated fatty acids,,C12:1,,C14:1,,C15:1,,C16:1,,C17:1,,C18:1,,C20:1,,C22:1,,C24:1,,Total monounsaturated fatty acids,,C16:2w4,,C16:3,,C18:2w6,,C18:3w3,,C18:3w4,,C18:3w6,,C18:4w1,,C18:4w3,,C20:2w6,,C20:3w3,,C20:3w6,,C20:4w3,,C20:4w6,,C20:5w3,,C22:2w6,,C22:4w6,,C22:5w3,,C22:5w6,,C22:6w3,,Other polyunsaturated fatty acids,,Total polyunsaturated fatty acids,,Total long chain omega 3 fatty acids,,Total undifferentiated fatty acids,,Total trans fatty acids,,Caffeine,Cholesterol,Tryptophan,,Alanine,,Arginine,,Aspartic acid,,Cystine plus cysteine,,Glutamic acid,,Glycine,,Histidine,,Isoleucine,,Leucine,,Lysine,,Methionine,,Phenylalanine,,Proline,,Serine,,Threonine,,Tyrosine,,Valine,
F005292,16304,"Mandarin, canned in syrup, syrup only",232,232,88,0.3,0.04,0,0.1,0,0,4.8,4.6,4.4,0,0,,,13.7,13.7,13.7,0,,,,,,,,,,0,,13.7,13.7,,0.7,,0,0.1,0,,0,,,,,,,5,,,,0,,0,0.31,,5,0,,,,6,75,0,4,,,0.1,0,0,0,0,0,0,,,,0,0,0,0,0,,0,,0,0,0,0,0,12,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F006555,16402,"Peach, canned in pear juice, juice only",186,184,94.6,0.4,0.06,0,0.4,0.3,0,4.1,2.1,2.9,0,0,,,9.1,0,9.1,0,,,,,,,,,,1.2,,9.1,10.3,,0.3,,0,0.7,0,,0.2,,,,,,,4,3.3,,,,,0.8,0.43,,7,,,0,10,11,182,0,10,,,0.21,0,,0,,0,0,,,,0,0.021,0.32,0,0.32,,0.03,,0,47,0,47,47,12,0,0,0,0,0,0,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F006595,16104,"Pear, canned in pear juice, juice only",198,196,94.4,0.3,0.04,0,0.4,0.2,0,7.1,1.7,0.7,0,0,,,9.5,0,9.4,0,,,,,,,,,,2.3,,9.5,11.8,,0.2,,0,0.2,0,,0,,,,,,,7,,,,,,0,0.32,,5,,,,,13,102,0,6,,,0.21,0,,22,,22,4,,,,0,0.011,0,0.03,0.03,,0,,0,47,0,47,47,1,0,0,0,0,0,0.2,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F006710,16505,"Pineapple, canned in pineapple juice, juice only",200,200,92.6,0.3,0.05,0,0.4,0,0,3.4,3.1,4.8,0,0,,,11.3,0,11.3,0,,,,,,,,,,0,,11.3,11.3,,0.9,,0,0.4,0,,0,,,,,,,6,,,,,,0,0.32,,13,,,,,9,171,0.1,1,,,0.32,0,,3,,3,1,,,,0.021,0.011,0.11,0.05,0.16,,0.11,,0,19,0,19,19,10,0,0,0,0,0,0.2,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,62,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F006713,16505,"Pineapple, canned in syrup, syrup only",514,514,105.1,0.4,0.07,0,0.3,0,0,7.1,6.8,16.7,0,0,,,30.6,30.6,30.6,0,,,,,,,,,,0,,30.6,30.6,,1.1,,0,0.6,0,,0,,,,,,,7,,,,,,0,0.42,,13,,,,,0,125,0,1,,,0.28,0,,0,,0,0,,,,0.056,0.028,0.28,0,0.28,,0,,0,0,0,0,0,13,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F006827,16404,"Plum, dark, canned in syrup, syrup only",491,491,104.9,0.3,0.06,0,0.3,0,0,14,13.6,1.8,0,0,,,29.5,29.5,29.5,0.1,,,,,,,,,,0,,29.6,29.6,,0,,0,1,0,,0.2,,,,,,,4,,,,0,,0,0.28,,6,0.097,,,,10,135,0,3,,,0.14,0,0,0,0,0,0,,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F007616,16202,"Raspberry, canned in syrup, syrup only",411,411,112.9,0.3,0.06,0,0.3,0,0,11.3,11.1,1.9,0,0,,,24.3,24.3,24.3,0,,,,,,,,,,0,,24.3,24.3,,1.5,,0,0.1,0,,0,,,,,,,7,,,,0,,0,0.97,,10,0.195,,,,7,108,0,6,,,0.14,0,0,0,0,0,0,,,,0,0,0,0,0,,0,,0,0,0,0,0,7,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008947,16202,"Strawberry, canned in syrup, syrup only",446,446,109.4,0.2,0.03,0.3,0.3,0,0,12.2,12.1,1.8,0,0,,,26.1,26.1,26.1,0.1,,,,,,,,,,0.1,,26.3,26.4,,0.8,,0,0.2,0,,0,,,,,,,15,,,,0,,0,1.11,,8,0.209,,,,11,132,0,10,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,0,,0,0,0,0,0,18,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F002984,22203,"Coconut, fresh, mature, water or juice",87,87,93.5,0.5,0.09,0.1,0.8,0,0,0.2,1.3,3.2,0,0,,,4.7,0,4.7,0,,,,,,,,,,,,4.7,4.7,,,,,,,,,,,,,,,17,,,,0.01,,0,0.6,,11,1.03,,,,59,200,1,17,,,0.16,0,,0,,0,0,,,,0.02,0.01,0.08,0.08,0.16,,0.03,,0,3,0,3,3,0,0,0,0,0,0,0,,,,,,,,0,0,0,0.7,0,8.1,0.01,6.3,0.01,,,48.6,0.05,,,18.4,0.02,0,0,8.5,0.01,0,0,3.1,0,,,0,0,,,0,0,,,0,0,93.7,0.09,,,0,0,0,0,0,0,0,0,5.3,0,0,0,0,0,,,5.3,0,,,,,0.9,0,0,0,,,,,,,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,0,0,,,0.9,0,0,0,,,0,0,0,0,48,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F002986,22203,"Coconut, fresh, young or immature, water or juice",109,109,95.2,0.2,0.04,0,0.2,0,0,2.4,2.7,1.5,0,0,,,6.6,0,6.6,0,,,,,,,,,,,,6.6,6.6,,,,,,,,,,,,,,,12,,,,0.22,,0,0.4,,11,1.02,,,,9,186,1,5,,,0.09,0,,0,,0,0,,,,0.01,0.02,0.08,0.03,0.11,,0.03,,0,3,0,3,3,0,0,0,0,0,0,0,,,,,,,,0,0,0,0.7,0,8.1,0,6.3,0,,,48.6,0,,,18.4,0,0,0,8.5,0,0,0,3.1,0,,,0,0,,,0,0,,,0,0,93.7,0,,,0,0,0,0,0,0,0,0,5.3,0,0,0,0,0,,,5.3,0,,,,,0.9,0,0,0,,,,,,,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,0,0,,,0.9,0,0,0,,,0,0,0,0,48,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F002982,22203,"Coconut, cream, regular fat",926,926,44.5,1.6,0.31,23.7,0.3,0,0,0,0,1.4,0,0,,,1.4,0,0,0,,,,,,,,,,,,1.4,1.4,,,,,,,,,,,0,,0,0,2,0,255,,0.153,10.2,1.7,0.52,0,20,0.377,,1.9,,33,133,0,16,,,0.26,0,0,0,0,0,0,,,,0,0,0,0.19,0.19,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0.7,,,,,,,,0.71,0,0,0.6,0.13,6.2,1.36,5.1,1.12,,,41.9,9.16,,,16.8,3.68,0,0,13.3,2.9,0,0,3.8,0.82,,,0.1,0.02,,,0,0,,,0,0,87.82,19.19,,,0,0,,,0,0,0,0,11,2.41,0,0,0,0,0,0,11.02,2.41,,,,,2.3,0.51,0,0,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,2.35,0.51,0,0,,,0,0,0,0,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F002991,22203,"Coconut, milk, canned, regular fat",633,633,79.2,1.4,0.26,15.7,0.4,0,0,0,0,1.7,0,0,,,1.7,0,0,0,,,,,,,,,,,,1.7,1.7,,,,,,,,,,,0,,0,0,3,1.5,,,0.184,,2,0.67,0,27,0.469,,2,,41,163,0,27,,,0.32,0,,6,,6,1,,,,0,0,0,0.22,0.22,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.2,,,,,,,,0.2,0,0,0.6,0.09,6.2,0.9,5.1,0.74,,,41.9,6.08,,,16.8,2.44,0,0,13.3,1.92,0,0,3.8,0.55,,,0.1,0.02,,,0,0,,,0,0,87.82,12.74,,,0,0,,,0,0,0,0,11,1.6,0,0,0,0,0,0,11.02,1.6,,,,,2.3,0.34,0,0,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,2.35,0.34,0,0,,,0,0,0,0,51,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F002990,22203,"Coconut, milk, canned, reduced fat",293,293,91.5,0.6,0.12,7.2,0.1,0.1,0,0.1,0.1,0.7,0,0,,,0.9,0,0,0,,,,,,,,,,,,0.9,0.9,,,,,,,,,,,,,,,5,,,,0.204,,4.2,0.2,,6,0.745,,,,11,62,2.1,15,,,0.22,0,,6,,6,1,,,,0,0,0.1,0.09,0.19,,0.03,,0,0,0,0,0,0,0,0,0,0,0,0.8,,,,,,,,0.82,,,,,,,16.9,1.13,,,54.3,3.63,,,17.3,1.16,0,0,6.7,0.45,0,0,2.2,0.15,,,0,0,,,0,0,,,0,0,97.51,6.52,,,0,0,0,0,0,0,0,0,3.8,0.25,0,0,0,0,,,3.77,0.25,,,,,0.7,0.05,0,0,,,,,,,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,0,0,,,0.71,0.05,0,0,,,0,0,0,0,49,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F009076,22102,"Tahini, sesame seed pulp",2664,2556,0.2,17.3,3.26,60.7,3.4,13.5,0,0,0,0.7,0,0,,,0.7,0,0,0.3,,,,,,,,,,,,1,1,,,,,,0.6,,,,,,0,3,3.1,330,,70,,1.595,110,0,5.1,1.7,320,1.1,0,,,730,190,20.6,79,200,0.3,5.53,0,0,7,0,7,1,,,,0.95,0.25,6.4,5.44,11.84,0.15,0.2,14,0,99,0,99,99,0,0,0,0,0,0,0,,,,,,2110,,211,,,,,,,0,0,,,0,0,,,0,0,0,0,8.9,5.16,0,0,4.1,2.38,,,0,0,,,0,0,,,0,0,13,7.54,,,,,0,0,0,0,0,0,38.3,22.22,0.4,0.23,0,0,,,38.7,22.46,,,,,48.1,27.91,0.2,0.12,,,,,,,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,0,0,,,48.3,28.03,0,0,,,2.2,1305.66,0,0,98,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008513,21301,"Soup, chicken & noodle, cup of soup, prepared from instant dry mix with water",80,78,95.6,0.7,0.12,0.2,1.1,0.3,0,0,0,0.3,0.1,0,0,,0.4,0.1,0.1,3.1,,,,,,,,,,,,3.5,3.5,,,,,,,,,,,,,,,5,,636,,0,2.02,5.8,0.1,,4,0.051,,,,7,11,0,444,7,,0,0,0,0,0,0,0,,,,0.051,0,0,0.13,0.13,0,0.01,0.5,0,1,0,1,1,0,0,0,0,0,0,0,,,,,,,,0.02,,,,,,,0,0,,,1.3,0,,,,,0,0,36.2,0.06,0.2,0,4.6,0.01,,,0,0,,,0,0,,,0,0,42.32,0.07,,,,,0,0,1.9,0,0,0,40.2,0.06,0,0,0,0,,,42.12,0.07,,,,,16.6,0.03,0,0,,,,,,,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,0,0,,,16.56,0.03,0,0,,,1.9,3.1,0,1,66,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F004219,27102,"Glucose, liquid or syrup",1762,1762,28.4,0,0,0,0.1,0,0,0,26.4,0,19.5,0,,15.3,45.9,45.9,45.9,0,,,,,,60.5,,,,,,121.6,121.6,,,,,,,,,,,,,,,11,,264,,0.125,,0,0.7,,3,0,,,,15,4,0,208,,,0,0,,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F004380,27102,Honey,1885,1885,23.2,0.4,0.06,0,0.1,0,0,58.1,47.5,2.3,9.6,0,,,117.4,0,117.4,0,,,,,,,,,,,,117.4,117.4,,,,,,,,,,,,,,,11,,,,0,,0,0.29,,4,0.272,,,,4,89,1.1,20,,,3.72,0,,0,,0,0,,,,0,0,0,0.08,0.08,,0.02,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,119,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F009049,27102,"Syrup, golden",1732,1732,24.5,0.4,0.06,0,2.9,0,0,31.7,36.6,38.7,0.9,0,,,107.9,107.9,107.9,0,,,,,,,,,,,,107.9,107.9,,,,,,,,,,,,,,,331,,,,0.115,,0,4.75,,53,0.086,,,,0,878,1.2,187,,,0,0,,0,,0,0,,,,0,0,0.58,0,0.58,,0.27,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F009052,27102,"Syrup, maple, pure",1439,1439,43.1,0.1,0.01,0.1,0.6,0,0,0.7,2.1,77.6,,,,,80.4,80.3,80.3,8.8,,,,,,,,,,,,89.1,89.1,,,,,,,,,,,,,,,136,,,,,,0,0.15,,28,,,,,3,282,0.8,16,,,1.96,0,0,0,,0,0,,,,0.088,1.689,0.11,0,0.11,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.6,0.01,,,,,,,,,,,,,,,,,,,41.8,0.02,,,,,64.6,0.03,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,64.6,0.03,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
