Public Food Key,Classification,Food Name,"Energy, with dietary fibre","Energy, without dietary fibre",Moisture (water),Protein,Nitrogen,Total fat,Ash,Total dietary fibre,Alcohol,Fructose,Glucose,Sucrose,Maltose,Lactose,Galactose,Maltotriose,Total sugars,Added sugars,Free sugars,Starch,Dextrin,Glycerol,Glycogen,Inulin,Mannitol,Maltodextrin,Oligosaccharides,Raffinose,Stachyose,Sorbitol,Resistant starch,"Available carbohydrate, without sugar alcohols","Available carbohydrate, with sugar alcohols",Acetic acid,Citric acid,Fumaric acid,Lactic acid,Malic acid,Oxalic acid,Propionic acid,Quinic acid,Succinic acid,Tartaric acid,Aluminium (Al),Antimony (Sb),Arsenic (As),Cadmium (Cd),Calcium (Ca),Chromium (Cr),Chloride (Cl),Cobalt (Co),Copper (Cu),Fluoride (F),Iodine (I),Iron (Fe),Lead (Pb),Magnesium (Mg),Manganese (Mn),Mercury (Hg),Molybdenum (Mo),Nickel (Ni),Phosphorus (P),Potassium (K),Selenium (Se),Sodium (Na),Sulphur (S),Tin (Sn),Zinc (Zn),Retinol (preformed vitamin A),Alpha-carotene,Beta-carotene,Cryptoxanthin,Beta-carotene equivalents (provitamin A),Vitamin A retinol equivalents,Lutein,Lycopene,Xanthophyl,Thiamin (B1),Riboflavin (B2),Niacin (B3),Niacin derived from tryptophan,Niacin derived equivalents,Pantothenic acid (B5),Pyridoxine (B6),Biotin (B7),Cobalamin (B12),"Folate, natural",Folic acid,Total folates,Dietary folate equivalents,Vitamin C,Cholecalciferol (D3),Ergocalciferol (D2),25-hydroxy cholecalciferol (25-OH D3),25-hydroxy ergocalciferol (25-OH D2),Vitamin D3 equivalents,Alpha tocopherol,Alpha tocotrienol,Beta tocopherol,Beta tocotrienol,Delta tocopherol,Delta tocotrienol,Gamma tocopherol,Gamma tocotrienol,Vitamin E,C4,,C6,,C8,,C10,,C11,,C12,,C13,,C14,,C15,,C16,,C17,,C18,,C19,,C20,,C21,,C22,,C23,,C24,,Total saturated fatty acids,,C12:1,,C14:1,,C15:1,,C16:1,,C17:1,,C18:1,,C20:1,,C22:1,,C24:1,,Total monounsaturated fatty acids,,C16:2w4,,C16:3,,C18:2w6,,C18:3w3,,C18:3w4,,C18:3w6,,C18:4w1,,C18:4w3,,C20:2w6,,C20:3w3,,C20:3w6,,C20:4w3,,C20:4w6,,C20:5w3,,C22:2w6,,C22:4w6,,C22:5w3,,C22:5w6,,C22:6w3,,Other polyunsaturated fatty acids,,Total polyunsaturated fatty acids,,Total long chain omega 3 fatty acids,,Total undifferentiated fatty acids,,Total trans fatty acids,,Caffeine,Cholesterol,Tryptophan,,Alanine,,Arginine,,Aspartic acid,,Cystine plus cysteine,,Glutamic acid,,Glycine,,Histidine,,Isoleucine,,Leucine,,Lysine,,Methionine,,Phenylalanine,,Proline,,Serine,,Threonine,,Tyrosine,,Valine,
F008000,23103,"Sauce, cranberry, commercial",759,749,68.4,0,0,0,0.1,1.3,0,,,,,,,,46.8,43.5,43.5,0,,,,,,,,,,,,46.8,46.8,,,,,,,,,,,,,,,4,,,,,,0,0.48,,2,,,,,5,58,0.5,58,,,0.04,0,0,0,,0,0,,,,0.018,0.025,0.12,0,0.12,,0.02,,0,1,0,1,1,1,0,0,0,0,0,1.1,,,,,,,,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008004,23103,"Sauce, fish, commercial",260,248,79.8,8.3,1.33,0.4,25.3,1.5,0,0,0.5,4.1,0.7,0,,,5.4,5.4,5.4,0,,,,,,,,,,,,5.4,5.4,0.5,,,,,,,,,,,,,,37,,,,0.399,,40.3,1.89,,145,0.066,,,,15,262,25.6,10071,,,0.91,0,30,17,35,50,8,,,,0,0.122,2.2,1.67,3.87,,0.48,,0,62,0,62,62,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.75,0.1,,,,,,,,,,,,,,,,,,,30.5,0.06,,,,,15.2,0.03,0,0,,,,,,,,,,,,,,,,,,,15.2,32.02,,,,,0,0,,,30.5,64.05,,,61,0.13,45.75,96.075,,,3.9,8.28,0,0,90,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008008,23103,"Sauce, hoi sin (hoisin), commercial",996,906,44.1,1.8,0.31,5.8,6.2,11.2,0,10.5,10.7,15,0,0,,,36.2,34.9,34.9,4,,,,,,,,,,,,40.2,40.2,0.9,,,,,,,,,,,,,,44,,,,0.27,,1.7,5.08,,15,0.032,,,,37,55,0,1674,,,0.65,0,,4,57,33,5,,,,0.011,0.27,1.19,0,1.19,,0.06,,0,25,0,25,25,1,0,0,0,0,0,0,,,,,,,,0,,,,,0,0,0,0,,,0,0,,,0,0,,,13,0.67,,,4.3,0.22,,,0,0,,,0,0,,,0,0,17.28,0.89,,,,,,,,,,,25.9,1.34,,,,,,,25.92,1.34,,,,,56.7,2.93,8,0.41,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,64.69,3.34,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008026,23103,"Sauce, oyster, commercial",574,571,77.5,3.4,0.55,1.2,12.6,0.4,0,2,1.7,15.4,0,0,,,19,18.9,18.9,6.6,,,,,,,,,,,,25.6,25.6,3.4,,,,,,,,,,,,,,49,,,,0.439,,3.7,4.76,,29,0.049,,,,9,256,5.4,4624,,,1.1,49,,0,9,4,50,,,,0.024,0.061,0.73,0.65,1.38,,0.02,,0,18,0,18,18,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.82,0.2,,,,,,,,,,,,,,,,,,,48.95,0.34,,,,,41.6,0.29,1.3,0.01,,,,,,,,,,,,,,,,,,,0.7,4.69,,,,,0,0,,,0.7,4.69,,,44.24,0.31,1.34,9.377,,,0,0,0,0,86,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008028,23107,"Sauce, pasta or simmer, commercial, low fat",271,259,96.6,0.9,0.14,3.3,2.5,1.5,0,1,1.2,1.7,0,0,,,4,2.4,2.4,3.5,,,,,,,,,,,,7.5,7.5,,,,,,,,,,,,,,,10,,,,0,,0,0.91,,11,0,,,,23,101,1.1,318,,,0.23,0,0,25,0,25,4,,,,0.599,0.057,1.19,0.09,1.28,,1.75,,0,37,0,37,37,0,0,0,0,0,0,1.9,,,,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.43,0.34,,,,,,,,,,,,,,,,,,,50.23,1.39,,,,,38.8,1.08,9.4,0.26,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,48.2,1.34,0,0,,,2.5,70.49,0,0,43,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008029,23103,"Sauce, pasta, basil pesto, commercial",1838,1824,53,6.1,0.98,42.7,5.2,1.7,0,0.5,0.9,1,0,0,,,2.4,0.9,0.9,6.1,,,,,,,,,,,,8.5,8.5,,,,,,,,,,,,,,,169,,,,0,,6.9,1.62,,37,0.495,,,,23,267,6.3,1439,,,1.25,0,0,352,0,352,59,,,,0.092,0.15,3.22,1.67,4.89,,0.29,,0.5,39,0,39,39,0,0,0,0,0,0,6.2,,,,,,,,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.48,7.98,,,,,,,,,,,,,,,,,,,70.46,24.99,,,,,15.5,5.5,4.9,1.73,,,,,,,,,,,,,,,,,,,0,2.45,,,,,0,4.49,,,0,0,,,20.42,7.24,0.02,6.933,,,0.1,41.2,0,9,116,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008036,23107,"Sauce, pasta, cheese or cream-based, commercial",429,413,84,1.8,0.29,7.9,2.4,2,0,1,0.3,1.6,0,0.6,,,3.5,0,0,2,,,,,,,,,,,,5.5,5.5,,,,,,,,,,,,,,,39,,,,0,,21.6,0.16,,6,0,,,,17,153,3.4,619,,,0.38,0,0,0,0,0,0,,,,0.604,0.095,0.48,0.32,0.8,,0.07,,0.5,29,0,29,29,0,0,0,0,0,0.02,0.3,,,,,,,,0.34,0,0,0,0,0,0,0,0,,,0.1,0.01,,,0.4,0.03,0,0,5.4,0.38,0.1,0.01,2.6,0.19,,,0.5,0.04,,,0.2,0.02,,,0,0,9.43,0.67,,,0,0,,,0.3,0.02,0,0,67.2,4.79,1.1,0.08,0,0,0.1,0.01,68.69,4.89,,,,,17.8,1.27,8.1,0.57,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0.1,7.55,0,0,0,0,0,0,,,0,0,,,25.97,1.85,0.106,7.549,,,0.7,52.85,0,32,70,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008050,23104,"Sauce, pasta, tomato-based, commercial, heated",249,229,92.9,1.7,0.28,1.8,2.3,2.5,0,2.8,2.4,1.5,0,0,,,6.7,4.2,4.2,1.5,,,,,,,,,,,,8.3,8.3,,,,,,,,,,,,,0,1.9,31,13.2,770,,0.121,20.9,0,0.89,,15,0.344,0,4.8,,36,372,1.1,428,24,5.4,0.22,0,73,355,55,419,70,,,,0.047,0.061,1.16,0.18,1.34,0.04,0.17,5.6,0,56,0,56,56,0,0,0,0,0,0,1.8,,,,,,,,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7,0.17,,,,,,,,,,,,,,,,,,,45.29,0.59,,,,,41,0.54,8.4,0.11,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,49.44,0.65,0,0,,,0,0,0,0,42,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008054,23103,"Sauce, plum, commercial",1236,1229,51.5,0.2,0.03,1,2.7,0.8,0,31.3,30.8,0,0,0,,,62.2,58.3,58.3,10.7,,,,,,,,,,,,72.9,72.9,0.8,,,,,,,,,,,,,,19,,,,0.903,,0,3.22,,31,0.026,,,,6,41,0.5,1226,,,1.16,0,,34,32,50,8,,,,0,0.065,0,0,0,,0.1,,0,8,0,8,8,3,0,0,0,0,0,0,,,,,,,,0,,,,,0,0,0,0,,,0,0,,,32.2,0.24,,,39.1,0.29,,,0,0,,,0,0,,,0,0,,,0,0,71.34,0.52,,,,,,,,,,,24.8,0.18,,,,,,,24.77,0.18,,,,,33.5,0.25,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,33.54,0.25,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008055,23107,"Sauce, rogan josh, commercial",333,316,88.7,1.7,0.27,4.6,2.8,2.1,0,1.4,1,1.1,0,0,,,3.5,2,2,3.5,,,,,,,,,,,,7,7,,,,,,,,,,,,,,,32,,,,0,,5.7,1.24,,23,0.136,,,,21,372,0,574,,,0.32,8,0,23,0,23,12,,,,0.068,0.124,1.02,0.19,1.21,,0.09,,0,34,0,34,34,0,0,0,0,0,0,1,,,,,,,,1.02,0.5,0.02,0.6,0.02,3.6,0.14,3.2,0.12,,,19.3,0.76,,,9.5,0.37,0.3,0.01,12.9,0.5,0,0,4.6,0.18,,,0.2,0.01,,,0,0,,,0,0,54.69,2.14,,,0.2,0.01,,,0.5,0.02,,,33.9,1.33,0.6,0.02,0,0,0,0,35.14,1.38,,,,,20.2,0.79,2.6,0.1,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,,,22.83,0.9,0,0,,,0.7,28.48,0,5,48,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008056,23104,"Sauce, salsa, tomato-based, commercial",160,146,98.4,1.4,0.23,0,2.2,1.8,0,2.4,2.4,0.6,0,0,,,5.4,0,0,1.5,,,,,,,,,,,,6.9,6.9,,0.6,,0,0.4,,,0,,,,,,,40,,935,,0.11,0,1.1,0.67,,16,0.11,,,,29,297,0,528,,,0.19,0,0,198,,198,33,,,,0.055,0,0.88,0,0.88,0,0.1,2,0,40,0,40,40,9,0,0,0,0,0,1.1,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008062,23107,"Sauce, simmer for chicken, commercial",433,418,92.2,0.9,0.14,8.5,1.9,1.9,0,1,1.1,1.6,0,0,,,3.7,0.2,0.2,1.7,,,,,,,,,,,,5.4,5.4,,,,,,,,,,,,,,,10,,,,0,,2.3,0.7,,16,0,,,,17,61,1,240,,,0.2,0,0,0,0,0,0,,,,3.164,0.079,1.39,0.16,1.55,,0.34,,0,34,0,34,34,0,0,0,0,0,0,0.9,,,,,,,,0.9,0,0,0,0,0,0,0.2,0.01,,,0.1,0.01,,,0.5,0.04,0.1,0.01,8.3,0.59,0.2,0.01,4,0.29,,,0.3,0.02,,,0.7,0.05,,,0.2,0.02,14.64,1.05,,,0,0,,,0.4,0.03,0.1,0,33.7,2.42,0.2,0.02,0,0,0,0,34.39,2.47,,,,,61.6,4.42,0.6,0.04,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,62.13,4.46,0,0,,,0.2,11.35,0,0,75,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008063,23107,"Sauce, simmer, curry flavoured, commercial",559,538,87.3,2.4,0.38,7.8,2.1,2.6,0,2.7,2.8,2.5,0,0,,,8,0,0,4.1,,,,,,,,,,,,12.1,12.1,,0.2,,0.2,0.4,,,0,,,,,,,35,,938,,0.136,0,4.6,1.24,,24,0.429,,,,47,203,0,576,,,0.32,8,0,170,,170,36,,,,1.062,0.057,1.02,0.39,1.41,0,0.09,4,0,33,0,33,33,0,0,0,0,0,0,1,,,,,,,,1.02,0.7,0.04,0.7,0.05,1.7,0.11,2.1,0.13,,,9.1,0.58,,,7.5,0.48,0.5,0.03,25.6,1.63,0.3,0.02,6.4,0.41,,,0.4,0.02,,,0.2,0.02,,,0,0,55.28,3.53,,,0.5,0.03,,,1,0.07,0.1,0.01,36.7,2.34,0.5,0.03,0.1,0.01,0,0,38.91,2.48,,,,,12.9,0.83,2.7,0.17,,,0,2.34,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,15.68,1,0,0,,,1,64.36,0,5,68,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008065,23103,"Sauce, soy, commercial",170,170,75.1,5.7,0.99,0,18.1,0,0.9,0.3,0.8,0.6,0,0,,,1.8,1,1,1,,,,,,,,,,,,2.8,2.8,,,,,,,,,,,,,,,17,,10605,,0.012,0,3.5,1.51,,31,0.357,,,,85,189,3.7,6883,61,,0.31,0,0,0,0,0,0,,,,0,0.173,0.52,1.24,1.76,0.12,0.1,3.4,0,15,0,15,15,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,77,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008067,23103,"Sauce, soy, commercial, reduced salt",170,170,84.1,5.7,0.99,0,9.5,0,0.9,0.3,0.8,0.6,0,0,,,1.8,0.9,0.9,1,,,,,,,,,,,,2.8,2.8,,,,,,,,,,,,,,,18,,10605,,0,0,1.6,2.31,,34,0.357,,,,93,189,5.2,3778,61,,0.32,0,0,0,0,0,0,,,,0,0.252,0.52,1.1,1.62,0.12,0.1,3.4,0,46,0,46,46,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,68,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008077,23103,"Sauce, tabasco, commercial",56,51,93.3,1.3,0.2,0.7,1.9,0.6,0,,,,,,,,0.1,0,0,0,,,,,,,,,,,,0.1,0.1,,,,,,,,,,,,,,,12,,,,0.074,,0.7,1.14,,12,0.105,,,,23,125,0.5,620,,,0.16,0,61,901,67,964,161,,,,0.031,0.082,0.17,0.28,0.45,0.11,0.15,,0,1,0,1,1,4,0,0,0,0,0,0,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.86,0.12,,,,,,,,,,,,,,,,,,,1.63,0.01,,,,,68.7,0.42,0.6,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,69.23,0.42,0,0,,,0,0,0,0,81,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008083,23104,"Sauce, tomato, commercial",454,443,72.5,1.4,0.22,0,2.6,1.4,0,4.5,4.6,15.6,0,0,,,24.6,22.4,22.4,0.4,,,,,,,,,,,,25.1,25.1,1,0.4,,0,0,0,,0,,,488.8,,0,1.4,14,3,1456,,0.074,9.36,4.8,0.68,0,15,0.121,0,3.8,61,28,304,0,905,17,0,0.16,0,0,250,0,250,42,,7072,,0.031,0,0,0.11,0.11,0,0,4.7,0,17,0,17,17,0,0,0,0,0,0,1,,0,,0,,0,,1.04,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008085,23104,"Sauce, tomato, commercial, reduced salt",454,443,73,1.4,0.22,0,2.6,1.4,0,4.5,4.6,15.6,0,0,,,24.6,22.4,22.4,0.4,,,,,,,,,,,,25.1,25.1,1,0.4,,0,0,,,0,,,488.8,,0,1.2,12,3.2,,,0.068,,3.2,0.64,0,15,0.114,,3.1,,28,281,0,550,,,0.15,0,0,250,0,250,42,,7072,,0.031,0,0,0.11,0.11,0,0,,0,17,0,17,17,0,0,0,0,0,0,1,,0,,0,,0,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008090,23108,"Sauce, white, savoury, homemade",801,800,75.7,4.2,0.68,14.3,1,0.2,0,0,0,0.1,0.1,,,,5.9,0,0,6.1,,,,,,,,,,,,12,12,,,,,,,,,,,5.5,,0.2,0,104,1.5,,,0.021,,22,0.13,0,13,0.114,,5.4,,98,151,2.4,138,,,0.41,113,,29,,29,118,,,,0.019,0.199,0.41,0.89,1.3,0.38,0.06,,0.5,13,0,13,13,0,0.1,0,0,0,0.09,0.3,,,,,,,,0.31,,0.2,,0.2,,0.14,,0.4,,,,0.42,,,,1.69,,0.17,,4.42,,0.09,,1.52,,,,0.01,,,,0,,,,0,,9.27,,,,,,,,,,,,,,,,,,,,3.01,,,,,,0.24,,0.07,,,,0,,,,,,0,,0,,0,,,,3.61,,2.06,,0,,0,,12.75,,,,0,,,,0.33,,14.806,,,,749.87,0,32,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008094,23103,"Sauce, Worcestershire, commercial",380,380,89.4,1.5,0.25,0.2,6.1,0,0,8.3,7.7,4.6,0,0,,,20.6,19,19,0.9,,,,,,,,,,,,21.5,21.5,,,,,,,,,,,,,,,195,,2489,,0.171,1.22,1.2,4.51,,101,0.83,,,,28,1086,4.9,1293,183,,0.49,0,0,10,0,10,2,,,,0,0.159,0.49,0.29,0.78,0.71,0.74,31.7,0.2,3,0,3,3,0,0,0,0,0,0,0.1,,,,,,,,0.15,,,,,0,0,0,0,,,0,0,,,2.2,0,0.4,0,20.1,0.04,0.5,0,4.6,0.01,,,0.6,0,,,0,0,,,0,0,28.43,0.05,,,0,0,0,0,2,0,0,0,48.9,0.09,1.2,0,0,0,,,52.09,0.1,,,,,26.8,0.05,3.2,0.01,,,,,,,,,,,0,0,,,,,0.4,0.67,2.6,4.71,,,0,0,0.2,0.45,,,8.3,15.26,,,41.48,0.08,11.102,20.428,,,0,0,0,0,86,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F009498,23305,Vinegar (except balsamic vinegar),66,66,96.5,0.1,0.01,0,0,0,0,,,,,,,,0,0,0,0,,,,,,,,,,,,0,0,4.3,,,,,,,,,,,,,,1,,20,,0,24.24,0.3,0,,1,0,,,,5,6,0,5,1,,0,0,,0,,0,0,,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F003270,19301,"Cream, thickened, regular fat (approximately 35%)",1451,1451,59.6,2.1,0.33,37.2,0.4,0,0,0,0,0,0,2.5,0,,2.5,0,0,0,,,,,,,,,,,,2.5,2.5,,,,,,,,,,,0,,,0,62,0.2,,,0.005,,11.6,0,,6,0.002,,10.7,1,60,87,0,28,20,,0.2,258,0,185,0,185,288,,,,0.021,0.124,0,0.37,0.37,0.16,0,,0.2,66,0,66,66,0,0,0,0,0,0,1.1,,0,,0,,0,,1.13,4.2,1.44,2.4,0.83,1.4,0.46,3.1,1.04,,,3.8,1.3,0,0,11.6,3.97,1.2,0.42,30.7,10.48,0.8,0.26,10.7,3.66,0.1,0.04,0.2,0.05,,,0.1,0.03,,,0,0,70.3,23.98,,,1.1,0.37,0,0,1.8,0.6,0.3,0.09,23,7.83,0.2,0.07,0,0,0,0,26.26,8.96,,,,,2.1,0.72,0.9,0.32,,,0,0,,,0.8,288.13,0,0,0,0,0,0,,,0,0,0.1,40.99,0,0,0,0,0.1,35.14,,,0,0,,,4.11,1.4,0.224,76.132,0,0,5.6,1918.53,0,113,68,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F003255,19305,"Cream, imitation (non-dairy)",1119,1119,59.4,1,0.16,22,0.2,0,0,0,3.8,11.8,0,0.8,,,16.5,16.4,16.4,1.4,,,,,,,,,,,,17.9,17.9,,,,,,,,,,,,,,,17,,91,,0,0,0,0,,2,0,,,,20,24,6.1,58,,,0.14,0,0,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0.2,0.04,3.6,0.75,3.4,0.7,,,46.5,9.54,,,15.7,3.22,0,0,9.4,1.93,0,0,16.2,3.32,,,0.2,0.04,,,0,0,,,0,0,95.14,19.54,,,0,0,,,0,0,,,5.4,1.1,0,0,0,0,0,0,5.35,1.1,,,,,0.4,0.08,0,0,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,,,0.4,0.08,0,0,,,1.5,311.11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F003269,19303,"Cream, sour, regular fat",1386,1386,58.8,1.9,0.3,35.6,0.4,0,0,0,0,0,0,2,0,,2,0,0,0,,,,,,,,,,,,2,2,0,0,,0.4,0,,0,0,,0,0,,,0,49,0,,,0.007,,14.7,0,,5,0.001,,9.8,,47,73,0,19,18,,0.18,314,0,137,0,137,336,,,,0,0.108,0,0.25,0.25,0.12,0,,0.1,56,0,56,56,0,0,0,0,0,0,1.1,,0,,0,,0,,1.08,2.5,0.87,1.8,0.6,1.1,0.37,2.7,0.94,,,3.3,1.14,,,11.3,3.87,1.3,0.44,29.5,10.12,0.8,0.27,12.5,4.3,,,0.2,0.07,,,0,0,,,0,0,67.03,22.99,,,0.9,0.3,,,1.9,0.64,0,0,22,7.56,0,0,0,0,0,0,24.79,8.5,,,,,1.7,0.57,0.6,0.2,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,2.25,0.77,0,0,,,3.9,1344.7,0,89,48,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F003267,19304,"Cream, sour, light (approximately 18% fat)",886,886,65.5,3.7,0.58,20.1,0.9,0,0,0,0,0,0,4.6,0,,4.6,0,0,0,,,,,,,,,,,,4.6,4.6,0,0,,0.4,0,,0,0,,0,0,,,0,82,0,,,0.007,,15.3,0,,5,0.001,,10.2,,74,75,0,19,18,,0.18,183,0,80,0,80,196,,,,0,0.112,0,0.48,0.48,0.12,0,,0.1,58,0,58,58,0,0,0,0,0,0,0.6,,0,,0,,0,,0.63,2.7,0.49,1.8,0.34,1.1,0.21,2.9,0.53,,,3.5,0.65,,,11.7,2.18,1.3,0.25,30.7,5.72,0.8,0.15,13.1,2.43,,,0.2,0.04,,,0,0,,,0,0,69.77,12.99,,,0.9,0.17,,,1.9,0.36,0,0,23,4.27,0,0,0,0,0,0,25.81,4.8,,,,,1.7,0.32,0.6,0.11,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,2.35,0.44,0,0,,,4.1,759.55,0,93,50,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F004508,19501,"Ice cream, vanilla flavour, regular fat",433,433,33.8,2,0.32,5.8,0.4,0,0,0,0.3,6.6,0,3.2,0,,10.1,7.2,7.2,1.2,,,,,,,,,,,,11.3,11.3,0,0.1,,0,0,,0,0,,,,,,,51,0.3,62,,0,,12.2,0.05,,7,0.002,,3.8,0,46,78,0.6,26,,,0.13,82,0,104,0,104,100,,,,0,0.16,0.38,0.66,1.04,0,0.02,,0,5,0,5,5,0,0,0,0,0,0,0,,0,,,,,,0,3.1,0.31,1.7,0.17,0.8,0.08,1.7,0.17,,,1.9,0.19,,,6,0.6,0.7,0.07,16.6,1.66,0.4,0.04,6.5,0.66,,,0,0,,,0,0,,,0,0,39.32,3.94,,,0.6,0.06,,,1,0.1,0,0,12.2,1.22,0,0,0,0,0,0,13.75,1.38,,,,,1,0.1,0.5,0.05,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,1.54,0.15,0,0,,,1.7,170.79,0,19,67,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
